id,title,description,category,price,discount_percentage,rating,stock,tags,brand,sku,weight,dimensions,warranty_information,shipping_information,availability_status,return_policy,minimum_order_quantity,thumbnail,images,barcode,qr_code,available_sizes,unit,gender,material,style,pattern,color
41,Tissue Paper Box,"Convenient tissue paper box for everyday use, providing soft and absorbent tissues.",groceries,2.49,13.28,2.69,86,"[""household essentials""]",Morales-Cole,GRO-BRD-TIS-041,1,"{""width"": 18.75, ""height"": 17.58, ""depth"": 12.43}",No warranty,Ships in 1-2 business days,In Stock,90 days return policy,44,https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/1.webp"", ""https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/2.webp""]",9446468291745,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Food Grade,Natural,Solid,Natural
42,Water,"Pure and refreshing bottled water, essential for staying hydrated throughout the day.",groceries,0.99,14.92,4.96,53,"[""beverages""]",Mclaughlin-Castillo,GRO-BRD-WAT-042,4,"{""width"": 18.43, ""height"": 7.4, ""depth"": 17.79}",3 months warranty,Ships in 1 month,In Stock,7 days return policy,28,https://cdn.dummyjson.com/product-images/groceries/water/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/groceries/water/1.webp""]",2409829645213,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Liquid,Natural,Solid,Natural
43,Decoration Swing,"The Decoration Swing is a charming addition to your home decor. Crafted with intricate details, it adds a touch of elegance and whimsy to any room.",home-decoration,59.99,10.41,3.16,47,"[""home decor"", ""swing""]",Johnson-Reed,HOM-BRD-DEC-043,4,"{""width"": 23.84, ""height"": 15.19, ""depth"": 26.05}",1 week warranty,Ships in 1 month,In Stock,90 days return policy,8,https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/1.webp"", ""https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/2.webp"", ""https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/3.webp""]",9646971048759,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Decorative,Solid,Multi
44,Family Tree Photo Frame,"The Family Tree Photo Frame is a sentimental and stylish way to display your cherished family memories. With multiple photo slots, it tells the story of your loved ones.",home-decoration,29.99,14.87,4.53,77,"[""home decor"", ""photo frame""]","Montes, Ballard and Miller",HOM-BRD-FAM-044,1,"{""width"": 17.27, ""height"": 14.81, ""depth"": 29.11}",1 month warranty,Ships in 2 weeks,In Stock,No return policy,15,https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/1.webp""]",5398738320864,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Wood/Glass,Decorative,Solid,Multi
45,House Showpiece Plant,The House Showpiece Plant is an artificial plant that brings a touch of nature to your home without the need for maintenance. It adds greenery and style to any space.,home-decoration,39.99,7.46,4.67,28,"[""home decor"", ""artificial plants""]","Wiggins, Roy and Henry",HOM-BRD-HOU-045,8,"{""width"": 8.55, ""height"": 14.62, ""depth"": 17.25}",1 year warranty,Ships in 1 week,In Stock,No return policy,3,https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/1.webp"", ""https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/2.webp"", ""https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/3.webp""]",8433795204995,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Artificial/Ceramic,Decorative,Solid,Multi
46,Plant Pot,"The Plant Pot is a stylish container for your favorite plants. With a sleek design, it complements your indoor or outdoor garden, adding a modern touch to your plant display.",home-decoration,14.99,6.84,3.01,59,"[""home decor"", ""plant accessories""]",Clark-Evans,HOM-BRD-PLA-046,9,"{""width"": 9.83, ""height"": 20.28, ""depth"": 13.49}",Lifetime warranty,Ships in 3-5 business days,In Stock,30 days return policy,31,https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/1.webp"", ""https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/2.webp"", ""https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/3.webp"", ""https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/4.webp""]",8477070578398,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Artificial/Ceramic,Decorative,Solid,Multi
47,Table Lamp,"The Table Lamp is a functional and decorative lighting solution for your living space. With a modern design, it provides both ambient and task lighting, enhancing the atmosphere.",home-decoration,49.99,7.09,3.55,9,"[""home decor"", ""lighting""]",Jones-Turner,HOM-BRD-TAB-047,4,"{""width"": 8.98, ""height"": 13.41, ""depth"": 5.65}",3 months warranty,Ships in 1-2 business days,In Stock,90 days return policy,2,https://cdn.dummyjson.com/product-images/home-decoration/table-lamp/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/home-decoration/table-lamp/1.webp""]",8806138916048,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Metal/Glass,Decorative,Solid,Multi
48,Bamboo Spatula,"The Bamboo Spatula is a versatile kitchen tool made from eco-friendly bamboo. Ideal for flipping, stirring, and serving various dishes.",kitchen-accessories,7.99,2.84,3.27,37,"[""kitchen tools"", ""utensils""]",Barnes and Sons,KIT-BRD-BAM-048,3,"{""width"": 21.32, ""height"": 23.03, ""depth"": 25.94}",1 month warranty,Ships overnight,In Stock,60 days return policy,29,https://cdn.dummyjson.com/product-images/kitchen-accessories/bamboo-spatula/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/bamboo-spatula/1.webp""]",3988181417733,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Bamboo,Functional,Solid,Multi
49,Black Aluminium Cup,The Black Aluminium Cup is a stylish and durable cup suitable for both hot and cold beverages. Its sleek black design adds a modern touch to your drinkware collection.,kitchen-accessories,5.99,15.65,4.46,75,"[""drinkware"", ""cups""]",Roth and Sons,KIT-BRD-BLA-049,7,"{""width"": 5.88, ""height"": 5.11, ""depth"": 10.03}",1 year warranty,Ships overnight,In Stock,30 days return policy,48,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/1.webp"", ""https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/2.webp""]",5606164195748,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Aluminium,Functional,Solid,Black
50,Black Whisk,The Black Whisk is a kitchen essential for whisking and beating ingredients. Its ergonomic handle and sleek design make it a practical and stylish tool.,kitchen-accessories,9.99,10.24,3.9,73,"[""kitchen tools"", ""utensils""]",Harris-Hernandez,KIT-BRD-BLA-050,1,"{""width"": 13.03, ""height"": 5.99, ""depth"": 20.64}",3 months warranty,Ships in 1 month,In Stock,30 days return policy,40,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-whisk/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/black-whisk/1.webp""]",3112495795209,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Black
51,Boxed Blender,"The Boxed Blender is a powerful and compact blender perfect for smoothies, shakes, and more. Its convenient design and multiple functions make it a versatile kitchen appliance.",kitchen-accessories,39.99,7.26,4.56,9,"[""kitchen appliances"", ""blenders""]",Moody LLC,KIT-BRD-BOX-051,1,"{""width"": 9.05, ""height"": 19.45, ""depth"": 17.59}",5 year warranty,Ships in 1-2 business days,In Stock,7 days return policy,4,https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/1.webp"", ""https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/2.webp"", ""https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/3.webp"", ""https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/4.webp""]",4823087836817,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
52,Carbon Steel Wok,"The Carbon Steel Wok is a versatile cooking pan suitable for stir-frying, sautéing, and deep frying. Its sturdy construction ensures even heat distribution for delicious meals.",kitchen-accessories,29.99,6.53,4.05,40,"[""cookware"", ""woks""]",Delacruz-Allen,KIT-BRD-CAR-052,2,"{""width"": 27.69, ""height"": 7.54, ""depth"": 10.11}",2 year warranty,Ships in 1-2 business days,In Stock,7 days return policy,9,https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/1.webp""]",1810862118199,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Steel,Functional,Solid,Multi
53,Chopping Board,"The Chopping Board is an essential kitchen accessory for food preparation. Made from durable material, it provides a safe and hygienic surface for cutting and chopping.",kitchen-accessories,12.99,8.03,3.7,14,"[""kitchen tools"", ""cutting boards""]",Lane LLC,KIT-BRD-CHO-053,2,"{""width"": 15.6, ""height"": 6.93, ""depth"": 8.51}",3 months warranty,Ships in 2 weeks,In Stock,No return policy,5,https://cdn.dummyjson.com/product-images/kitchen-accessories/chopping-board/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/chopping-board/1.webp""]",0085585730728,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
54,Citrus Squeezer Yellow,The Citrus Squeezer in Yellow is a handy tool for extracting juice from citrus fruits. Its vibrant color adds a cheerful touch to your kitchen gadgets.,kitchen-accessories,8.99,12.1,4.63,22,"[""kitchen tools"", ""juicers""]","Howard, Levine and Mitchell",KIT-BRD-CIT-054,2,"{""width"": 17.16, ""height"": 26.8, ""depth"": 16.29}",2 year warranty,Ships in 3-5 business days,In Stock,60 days return policy,38,https://cdn.dummyjson.com/product-images/kitchen-accessories/citrus-squeezer-yellow/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/citrus-squeezer-yellow/1.webp""]",2231952604189,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Yellow
55,Egg Slicer,"The Egg Slicer is a convenient tool for slicing boiled eggs evenly. It's perfect for salads, sandwiches, and other dishes where sliced eggs are desired.",kitchen-accessories,6.99,14.76,3.09,40,"[""kitchen tools"", ""slicers""]",Davis and Sons,KIT-BRD-SLI-055,2,"{""width"": 10.81, ""height"": 19.15, ""depth"": 13.18}",1 week warranty,Ships in 1 month,In Stock,No return policy,32,https://cdn.dummyjson.com/product-images/kitchen-accessories/egg-slicer/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/egg-slicer/1.webp""]",6456249953517,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
56,Electric Stove,The Electric Stove provides a portable and efficient cooking solution. Ideal for small kitchens or as an additional cooking surface for various culinary needs.,kitchen-accessories,49.99,14.04,4.11,21,"[""kitchen appliances"", ""cooktops""]","Sandoval, Ortiz and Warren",KIT-BRD-ELE-056,5,"{""width"": 24.17, ""height"": 22.55, ""depth"": 27.49}",2 year warranty,Ships in 1 week,In Stock,7 days return policy,8,https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/1.webp"", ""https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/2.webp"", ""https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/3.webp"", ""https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/4.webp""]",7534096777716,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
57,Fine Mesh Strainer,The Fine Mesh Strainer is a versatile tool for straining liquids and sifting dry ingredients. Its fine mesh ensures efficient filtering for smooth cooking and baking.,kitchen-accessories,9.99,3.5,3.04,85,"[""kitchen tools"", ""strainers""]","Hernandez, Schmidt and Chapman",KIT-BRD-FIN-057,9,"{""width"": 18.02, ""height"": 13.23, ""depth"": 15.92}",1 month warranty,Ships overnight,In Stock,7 days return policy,43,https://cdn.dummyjson.com/product-images/kitchen-accessories/fine-mesh-strainer/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/fine-mesh-strainer/1.webp""]",8181672477425,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
58,Fork,The Fork is a classic utensil for various dining and serving purposes. Its durable and ergonomic design makes it a reliable choice for everyday use.,kitchen-accessories,3.99,8.07,3.11,7,"[""kitchen tools"", ""utensils""]",Ellis Group,KIT-BRD-FOR-058,9,"{""width"": 12.3, ""height"": 25.91, ""depth"": 22.57}",No warranty,Ships in 1 month,In Stock,No return policy,36,https://cdn.dummyjson.com/product-images/kitchen-accessories/fork/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/fork/1.webp""]",2851192866410,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
59,Glass,The Glass is a versatile and elegant drinking vessel suitable for a variety of beverages. Its clear design allows you to enjoy the colors and textures of your drinks.,kitchen-accessories,4.99,7.92,4.02,46,"[""drinkware"", ""glasses""]",Bates-Parrish,KIT-BRD-GLA-059,10,"{""width"": 20.23, ""height"": 24.56, ""depth"": 26.97}",3 year warranty,Ships overnight,In Stock,7 days return policy,17,https://cdn.dummyjson.com/product-images/kitchen-accessories/glass/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/glass/1.webp""]",4900880403720,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Glass,Functional,Solid,Multi
60,Grater Black,"The Grater in Black is a handy kitchen tool for grating cheese, vegetables, and more. Its sleek design and sharp blades make food preparation efficient and easy.",kitchen-accessories,10.99,3.56,3.21,84,"[""kitchen tools"", ""graters""]","Velasquez, Barrett and Smith",KIT-BRD-GRA-060,3,"{""width"": 6.32, ""height"": 23.11, ""depth"": 24.64}",1 month warranty,Ships in 1 week,In Stock,60 days return policy,5,https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/1.webp""]",2542647841284,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Black
61,Hand Blender,"The Hand Blender is a versatile kitchen appliance for blending, pureeing, and mixing. Its compact design and powerful motor make it a convenient tool for various recipes.",kitchen-accessories,34.99,17.02,3.86,84,"[""kitchen appliances"", ""blenders""]",Williams-Edwards,KIT-BRD-HAN-061,5,"{""width"": 27.31, ""height"": 21, ""depth"": 24.27}",1 year warranty,Ships in 1 week,In Stock,No return policy,11,https://cdn.dummyjson.com/product-images/kitchen-accessories/hand-blender/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/hand-blender/1.webp""]",1980575898457,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
62,Ice Cube Tray,The Ice Cube Tray is a practical accessory for making ice cubes in various shapes. Perfect for keeping your drinks cool and adding a fun element to your beverages.,kitchen-accessories,5.99,0.63,4.71,13,"[""kitchen tools"", ""ice cube trays""]",Martinez-Cunningham,KIT-BRD-CUB-062,3,"{""width"": 26.67, ""height"": 18.14, ""depth"": 5.31}",1 month warranty,Ships overnight,In Stock,No return policy,16,https://cdn.dummyjson.com/product-images/kitchen-accessories/ice-cube-tray/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/ice-cube-tray/1.webp""]",9123541111825,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
63,Kitchen Sieve,The Kitchen Sieve is a versatile tool for sifting and straining dry and wet ingredients. Its fine mesh design ensures smooth results in your cooking and baking.,kitchen-accessories,7.99,18.91,3.09,68,"[""kitchen tools"", ""strainers""]","Rodriguez, Farley and Davis",KIT-BRD-KIT-063,5,"{""width"": 20.68, ""height"": 6.5, ""depth"": 7.86}",1 month warranty,Ships overnight,In Stock,No return policy,5,https://cdn.dummyjson.com/product-images/kitchen-accessories/kitchen-sieve/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/kitchen-sieve/1.webp""]",7119606190291,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
64,Knife,"The Knife is an essential kitchen tool for chopping, slicing, and dicing. Its sharp blade and ergonomic handle make it a reliable choice for food preparation.",kitchen-accessories,14.99,18.86,3.26,7,"[""kitchen tools"", ""cutlery""]",Bentley LLC,KIT-BRD-KNI-064,3,"{""width"": 25.19, ""height"": 18.52, ""depth"": 20.5}",1 month warranty,Ships in 1 week,Low Stock,7 days return policy,50,https://cdn.dummyjson.com/product-images/kitchen-accessories/knife/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/knife/1.webp""]",2258278927819,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
65,Lunch Box,"The Lunch Box is a convenient and portable container for packing and carrying your meals. With compartments for different foods, it's perfect for on-the-go dining.",kitchen-accessories,12.99,10.34,4.93,94,"[""kitchen tools"", ""storage""]",Warren Group,KIT-BRD-LUN-065,9,"{""width"": 12.45, ""height"": 19.08, ""depth"": 8.24}",5 year warranty,Ships in 1-2 business days,In Stock,30 days return policy,39,https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/1.webp""]",3287134465440,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
66,Microwave Oven,"The Microwave Oven is a versatile kitchen appliance for quick and efficient cooking, reheating, and defrosting. Its compact size makes it suitable for various kitchen setups.",kitchen-accessories,89.99,12.13,4.82,59,"[""kitchen appliances"", ""microwaves""]",Brown-Robinson,KIT-BRD-MIC-066,9,"{""width"": 16.31, ""height"": 27.45, ""depth"": 13.05}",1 year warranty,Ships in 1 week,In Stock,7 days return policy,4,https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/1.webp"", ""https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/2.webp"", ""https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/3.webp"", ""https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/4.webp""]",7578271198951,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
67,Mug Tree Stand,The Mug Tree Stand is a stylish and space-saving solution for organizing your mugs. Keep your favorite mugs easily accessible and neatly displayed in your kitchen.,kitchen-accessories,15.99,9.25,2.64,88,"[""kitchen tools"", ""organization""]",Mcgee-Martin,KIT-BRD-TRE-067,3,"{""width"": 18.99, ""height"": 27.14, ""depth"": 27.29}",1 year warranty,Ships in 1 month,In Stock,30 days return policy,45,https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/1.webp"", ""https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/2.webp""]",4136081478055,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
68,Pan,"The Pan is a versatile and essential cookware item for frying, sautéing, and cooking various dishes. Its non-stick coating ensures easy food release and cleanup.",kitchen-accessories,24.99,3,2.79,90,"[""cookware"", ""pans""]","Allen, Chaney and Ewing",KIT-BRD-PRD-068,8,"{""width"": 17.14, ""height"": 21.7, ""depth"": 25.75}",1 year warranty,Ships in 3-5 business days,In Stock,30 days return policy,17,https://cdn.dummyjson.com/product-images/kitchen-accessories/pan/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/pan/1.webp""]",5159803862015,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
69,Plate,The Plate is a classic and essential dishware item for serving meals. Its durable and stylish design makes it suitable for everyday use or special occasions.,kitchen-accessories,3.99,7.31,3.65,66,"[""dinnerware"", ""plates""]",Spencer PLC,KIT-BRD-PLA-069,4,"{""width"": 16.46, ""height"": 5.39, ""depth"": 13.15}",1 year warranty,Ships in 1-2 business days,In Stock,90 days return policy,6,https://cdn.dummyjson.com/product-images/kitchen-accessories/plate/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/plate/1.webp""]",8084753475328,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
70,Red Tongs,The Red Tongs are versatile kitchen tongs suitable for various cooking and serving tasks. Their vibrant color adds a pop of excitement to your kitchen utensils.,kitchen-accessories,6.99,14.52,4.42,82,"[""kitchen tools"", ""tongs""]",Moore Ltd,KIT-BRD-TON-070,7,"{""width"": 22.86, ""height"": 26.2, ""depth"": 17}",No warranty,Ships in 1 week,In Stock,30 days return policy,23,https://cdn.dummyjson.com/product-images/kitchen-accessories/red-tongs/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/red-tongs/1.webp""]",1919888449594,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Red
71,Silver Pot With Glass Cap,"The Silver Pot with Glass Cap is a stylish and functional cookware item for boiling, simmering, and preparing delicious meals. Its glass cap allows you to monitor cooking progress.",kitchen-accessories,39.99,5.7,3.22,40,"[""cookware"", ""pots""]",Curtis Inc,KIT-BRD-SIL-071,7,"{""width"": 21.03, ""height"": 11.7, ""depth"": 6.69}",1 year warranty,Ships in 1 month,In Stock,90 days return policy,10,https://cdn.dummyjson.com/product-images/kitchen-accessories/silver-pot-with-glass-cap/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/silver-pot-with-glass-cap/1.webp""]",9757232943842,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Glass,Functional,Solid,Silver
72,Slotted Turner,"The Slotted Turner is a kitchen utensil designed for flipping and turning food items. Its slotted design allows excess liquid to drain, making it ideal for frying and sautéing.",kitchen-accessories,8.99,13.35,3.4,88,"[""kitchen tools"", ""turners""]",Castro Inc,KIT-BRD-SLO-072,8,"{""width"": 14.41, ""height"": 27.15, ""depth"": 14.76}",Lifetime warranty,Ships in 1-2 business days,In Stock,7 days return policy,34,https://cdn.dummyjson.com/product-images/kitchen-accessories/slotted-turner/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/slotted-turner/1.webp""]",4396291569672,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
73,Spice Rack,The Spice Rack is a convenient organizer for your spices and seasonings. Keep your kitchen essentials within reach and neatly arranged with this stylish spice rack.,kitchen-accessories,19.99,12.09,4.87,79,"[""kitchen tools"", ""organization""]",Knight-Lewis,KIT-BRD-SPI-073,7,"{""width"": 28.06, ""height"": 22.43, ""depth"": 26.34}",1 week warranty,Ships overnight,In Stock,7 days return policy,18,https://cdn.dummyjson.com/product-images/kitchen-accessories/spice-rack/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/spice-rack/1.webp""]",6149284465708,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
74,Spoon,"The Spoon is a versatile kitchen utensil for stirring, serving, and tasting. Its ergonomic design and durable construction make it an essential tool for every kitchen.",kitchen-accessories,4.99,1.53,4.03,59,"[""kitchen tools"", ""utensils""]",Jimenez Ltd,KIT-BRD-SPO-074,6,"{""width"": 8.49, ""height"": 26.04, ""depth"": 27.78}",1 year warranty,Ships in 1-2 business days,In Stock,90 days return policy,15,https://cdn.dummyjson.com/product-images/kitchen-accessories/spoon/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/spoon/1.webp""]",7769627934740,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
75,Tray,"The Tray is a functional and decorative item for serving snacks, appetizers, or drinks. Its stylish design makes it a versatile accessory for entertaining guests.",kitchen-accessories,16.99,7.48,4.62,71,"[""serveware"", ""trays""]",Alvarado-Hart,KIT-BRD-TRA-075,10,"{""width"": 12.7, ""height"": 7.52, ""depth"": 9.72}",5 year warranty,Ships in 2 weeks,In Stock,7 days return policy,23,https://cdn.dummyjson.com/product-images/kitchen-accessories/tray/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/tray/1.webp""]",5239514403214,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Multi
76,Wooden Rolling Pin,The Wooden Rolling Pin is a classic kitchen tool for rolling out dough for baking. Its smooth surface and sturdy handles make it easy to achieve uniform thickness.,kitchen-accessories,11.99,9.75,2.92,80,"[""kitchen tools"", ""baking""]",Hancock-Sloan,KIT-BRD-WOO-076,7,"{""width"": 5.92, ""height"": 10.87, ""depth"": 19.55}",3 year warranty,Ships in 2 weeks,In Stock,30 days return policy,11,https://cdn.dummyjson.com/product-images/kitchen-accessories/wooden-rolling-pin/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/wooden-rolling-pin/1.webp""]",6934305212813,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Wood,Functional,Solid,Multi
77,Yellow Peeler,The Yellow Peeler is a handy tool for peeling fruits and vegetables with ease. Its bright yellow color adds a cheerful touch to your kitchen gadgets.,kitchen-accessories,5.99,12.48,4.24,35,"[""kitchen tools"", ""peelers""]","Johnson, Mcintyre and Kent",KIT-BRD-YEL-077,7,"{""width"": 9.7, ""height"": 6.43, ""depth"": 17.93}",1 month warranty,Ships in 3-5 business days,In Stock,90 days return policy,6,https://cdn.dummyjson.com/product-images/kitchen-accessories/yellow-peeler/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/kitchen-accessories/yellow-peeler/1.webp""]",8946155386929,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Mixed Materials,Functional,Solid,Yellow
